0.233628501719659	0	0	0	0
0.739477787870361	0	0	0.142904374677683	0
0.331306525677212	0	0	0.0288308086665735	0
0.165575168941606	0	0	0	0.185628100350539
0.408134418357027	0	0.183445811597086	0	0
0.333035799422532	0	0.145208828896894	0	0
0	0.345434498695794	0	0	0
0	0.144769458160948	0	0	0
0	0.536535907020915	0	0	0
0	0.352559672753841	0	0	0
0	0.219772180898335	0	0	0
0	0.293761326999275	0.13130856293927	0	0
0	0.044477284852022	0.266907134041784	0.150456616978378	0
0	0	0.826489077214549	0.289069308119299	0
0	0	0.357050361312987	0	0
0	0	0.0925207533132078	0.00668159717304878	0.0545783537355906
0.0677801511497972	0.0887776603578116	0.740817801170328	0	0.0862769692047166
0	0	0.456840732986547	0	0
0	0	0	0	0
0	0	0	0.239338550172398	0.0570229119164455
0	0	0	0.327751584139275	0
0	0	0	0.132344863979402	0
0	0	0	0.736275855448344	0
0	0.0904918090452046	0.000256444684565371	0.38603861874203	0
0	0	0	0	0.230293036092361
0.289689152981209	0	0	0	0.27346053931042
0	0	0	0	0.278463346019111
0.0309670934975705	0	0	0	0.279583619770525
0	0	0	0	0.381117873834902
0	0.0137235024802663	0	0	0.524692556695524
